a,b
-1.3295798551900422,-4.886463552325809
-5.86994818223642,-0.3133935800587375
4.864583717031163,-4.436967243181627
-4.904559878566397,-3.8118208373192806
-2.1682363489150216,-3.8247375322289514
5.400743604609659,1.492103021160636
5.407285763250673,2.4604487926542333
0.8812546574794329,0.833687650971596
1.5820465460375912,4.6217254847454186
-0.6186537362601623,-1.2512942047629592
-2.4814707396232256,-2.1428791371813927
-2.0560254555610085,3.6859912818946032
2.0702214729244606,-2.764041614805474
3.02849435325216,4.632225394406113
3.4989485247101832,-4.878455253101837
3.4754177135346467,4.69878826707639
-4.905526763415716,-4.568400880494239
-0.06695634356902236,3.9114311369807115
-5.309294879800269,0.2770110908629988
0.5943465878848269,4.9296479611930035
-0.7016339835194758,-4.262034352646012
4.652450193099597,0.5385428440132074
-1.7890198493750553,4.69302535619099
-4.59519580286873,0.23097844170148818
-4.28409981536597,1.2939863813526253
-5.114441,0.646251
5.63163,0.277174
1.552784,2.348984
-0.545507,1.530697
1.011772,4.813896
